Station_id,Lon,Lat,Alt,Start_YYYYMM,End_YYYYMM
53192,4341,11429,11261,196503,197204
53192,4401,11457,11261,197205,201512
53192,4401,11500,11477,201601,202012
53195,4315,11430,111155,195512,195802
53195,4351,11344,111155,195803,196008
53195,4351,11344,11114,196009,197203
53195,4350,11343,11114,197204,199201
53195,4352,11138,10367,199202,199812
53195,4352,11338,10367,199901,200709
53195,4351,11338,10367,200710,201502
53231,4127,10623,15096,197010,198205
53231,4124,10624,15096,198206,201405
53231,4124,10624,15102,201406,201502
53231,4124,10624,15102,201801,202012
53272,4243,11242,11020,196001,197607
53272,4243,11242,11017,197608,198205
53272,4245,11239,11017,198206,200512
53272,4245,11238,11049,200601,201502
53276,4224,11243,11456,195205,195208
53276,4237,11250,11456,195209,195610
53276,4237,11250,11505,195611,196601
53276,4224,11254,11505,196602,198609
53276,4224,11254,11508,198610,201502
53289,4230,11406,14500,196001,196003
53289,4216,11351,13221,196004,196302
53289,4215,11351,13221,196303,197107
53289,4214,11350,13221,197108,201502
53324,4127,10701,15768,197401,198612
53324,4127,10659,16489,198701,200612
53324,4104,10703,10353,200701,201502
53336,4128,10857,112851,195401,195606
53336,4128,10857,112839,195607,195803
53336,4134,10831,112839,195804,195907
53336,4140,10848,12745,195908,196609
53336,4140,10848,12882,196610,197412
53336,4134,10831,12882,197501,198710
53336,4134,10831,12880,198711,202012
53337,4108,10815,10236,195601,195908
53337,4108,10815,10230,195909,196512
53337,4106,10817,10230,196601,198205
53337,4106,10816,10230,198206,198409
53337,4106,10816,10227,198410,200812
53337,4106,10816,10237,200901,201412
53337,4105,10828,10233,201501,201502
53343,4146,10955,15926,195409,195910
53343,4146,10955,16174,195911,196504
53343,4146,10958,16123,196505,198312
53343,4146,10958,16122,198401,201502
53348,4101,10913,110450,196201,196512
53348,4101,10908,110792,196601,197812
53348,4101,10908,10787,197901,201502
53352,4148,11030,13759,195312,195710
53352,4142,11026,13759,195711,198512
53352,4142,11026,13766,198601,202012
53357,4106,11008,14024,195601,196001
53357,4106,11008,13275,196002,196412
53357,4102,11003,13275,196501,198408
53357,4102,11003,13604,198409,201502
53362,4132,11142,14891,195901,196412
53362,4133,11138,14891,196501,197509
53362,4133,11138,14907,197510,198205
53362,4132,11141,14907,198206,198512
53362,4132,11141,14901,198601,201705
53362,4133,11139,14452,201706,202012
53362,4132,11141,14452,201806,201806
53367,4122,11126,16022,196001,196412
53367,4119,11114,16022,196501,198512
53367,4119,11114,16023,198601,201612
53368,4107,11127,15950,195901,196412
53368,4106,11127,15950,196501,198512
53368,4106,11127,15967,198601,200512
53368,4105,11128,16345,200601,200701
53368,4105,11128,16373,200702,201502
53378,4118,11237,17292,195901,197708
53378,4118,11237,17478,197709,198205
53378,4116,11237,17478,198206,200612
53378,4117,11237,17373,200701,201502
53384,4127,11311,14250,197101,198512
53384,4127,11311,14235,198601,201502
53385,4134,11332,13855,195907,196412
53385,4134,11331,13855,196501,197509
53385,4134,11331,13856,197510,198205
53385,4134,11333,13856,198206,198512
53385,4134,11333,13852,198601,201312
53385,4134,11333,14200,201401,201412
53385,4136,11332,14200,201501,201502
53391,4146,11406,14825,195212,195312
53391,4146,11406,114697,195401,195904
53391,4151,11406,16183,195905,196004
53391,4153,11403,16183,196005,196712
53391,4154,11400,14825,196801,198512
53391,4154,11400,14827,198601,202012
53392,4151,11437,14224,196001,197806
53392,4151,11436,14224,197807,201502
53397,4105,11358,13583,196001,197712
53397,4104,11357,13585,197801,198211
53397,4104,11357,13586,198212,199710
53397,4106,11359,13765,199711,201502
53399,4108,11452,114500,195601,195805
53399,4120,11443,114500,195806,195904
53399,4108,11452,13933,195905,197806
53399,4109,11442,13933,197807,202012
53419,4022,10701,10536,195401,196003
53419,4018,10700,10536,196004,196212
53419,4020,10700,10551,196301,199902
53419,4020,10700,10553,199903,201502
53420,4058,10710,110397,195401,195507
53420,4058,10710,110397,195509,195706
53420,4058,10710,10567,195707,196601
53420,4054,10708,10567,196602,200412
53420,4051,10707,10240,200501,201502
53433,4041,10850,10399,195604,196004
53433,4041,10850,10217,196005,196512
53433,4044,10839,10217,196601,198103
53433,4044,10839,10204,198104,201502
53446,4050,10950,10160,195101,195202
53446,4036,10950,10160,195203,195312
53446,4034,10950,10442,195403,197212
53446,4040,10951,10672,197301,201212
53446,4032,10953,10047,201301,202012
53455,4033,11032,110010,197001,197212
53455,4033,11032,10022,197301,198312
53455,4033,11032,9986,198401,201502
53457,4018,11002,110153,195612,196003
53457,4017,11011,110034,196004,197007
53457,4017,11011,10110,197008,197412
53457,4024,11002,10110,197501,201502
53463,4049,11141,10622,195102,195512
53463,4049,11141,10630,195601,201212
53463,4051,11134,11535,201301,202012
53463,4052,11134,11535,201903,202006
53463,4052,11134,11535,202008,202008
53463,4052,11134,11535,202012,202012
53464,4048,11108,10134,195901,195909
53464,4047,11102,10134,195910,196501
53464,4041,11109,10134,196502,196712
53464,4041,11109,10205,196801,198006
53464,4041,11109,10203,198007,200712
53464,4044,11109,10434,200801,200905
53464,4043,11110,10427,200906,201502
53466,4048,11142,10515,199101,200612
53466,4045,11142,10454,200701,201502
53467,4018,11108,10163,195901,196412
53467,4016,11111,10163,196501,196601
53467,4016,11111,10160,196602,201502
53469,4023,11149,11525,195901,195912
53469,4023,11149,11519,196001,196412
53469,4023,11148,11519,196501,198512
53469,4023,11148,11525,198601,200302
53469,4024,11149,11667,200303,201502
53472,4058,11227,14517,195901,195912
53472,4058,11227,14507,196001,196412
53472,4052,11234,14507,196501,198011
53472,4052,11234,14514,198012,198512
53472,4052,11234,14517,198601,201502
53475,4033,11235,12568,195901,196001
53475,4036,11254,12568,196002,196012
53475,4034,11224,12568,196101,196201
53475,4036,11254,12568,196202,196212
53475,4032,11230,12568,196301,196412
53475,4031,11231,12568,196501,197306
53475,4031,11231,12569,197307,198512
53475,4031,11231,12572,198601,200503
53475,4031,11231,12574,200504,200912
53475,4031,11228,12689,201001,201502
53478,3959,11227,113450,195701,195912
53478,3959,11227,13383,196001,197210
53478,4000,11227,13488,197211,197712
53478,4000,11227,13458,197801,201712
53478,4000,11228,13458,201801,202012
53478,4000,11228,13468,201804,201804
53480,4058,11303,14155,195401,195509
53480,4058,11303,14165,195510,197412
53480,4102,11304,14165,197501,198512
53480,4102,11304,14193,198601,202012
53480,4102,11304,32766,201804,201804
53481,4048,11305,13204,195901,196412
53481,4048,11313,13204,196501,197306
53481,4048,11313,13203,197307,197504
53481,4048,11313,13129,197505,198512
53481,4048,11313,13168,198601,201502
53483,4053,11357,112500,195901,195909
53483,4055,11352,12659,195910,196412
53483,4053,11352,12659,196501,196707
53483,4053,11352,12561,196708,198512
53483,4053,11352,12540,198601,200812
53483,4052,11350,12687,200901,201502
53484,4028,11305,112500,195901,195905
53484,4028,11305,11955,195906,196412
53484,4026,11306,11955,196501,197112
53484,4026,11306,12256,197201,198105
53484,4027,11309,12256,198106,198512
53484,4027,11309,12308,198601,199803
53484,4027,11309,11915,199804,201502
53486,4022,11344,10617,197201,197805
53486,4022,11344,10624,197806,198012
53486,4022,11346,10503,198101,201502
53487,4006,11320,10706,195501,195708
53487,4006,11320,10705,195709,195912
53487,4006,11320,10676,196001,197511
53487,4006,11320,10672,197512,197805
53487,4006,11320,10667,197806,198203
53487,4006,11320,10672,198204,201212
53487,4005,11325,10526,201301,202012
53488,4002,11335,10340,197801,199812
53488,4002,11335,10343,199901,201502
53490,4042,11403,110750,195701,195712
53490,4042,11403,10257,195801,196311
53490,4023,11403,10257,196312,197512
53490,4026,11403,10139,197601,200405
53490,4026,11403,10147,200406,201712
53490,4026,11404,10147,201801,202012
53490,4026,11404,10157,201804,201804
53491,4040,11425,8007,196001,196312
53491,4045,11425,8007,196401,197806
53491,4041,11424,8007,197807,198404
53491,4041,11424,8010,198405,200812
53491,4040,11423,8377,200901,201502
53492,4007,11415,9212,196201,196612
53492,4007,11415,9444,196701,197806
53492,4007,11410,9444,197807,198110
53492,4007,11410,9458,198111,199208
53492,4006,11409,9376,199209,201502
53498,4034,11502,6293,196001,201502
53499,4052,11443,9089,196501,197807
53499,4052,11444,9089,197808,198412
53499,4046,11444,7537,198501,200112
53499,4046,11444,7552,200201,201502
53502,3949,10530,111430,195501,195608
53502,3949,10530,10318,195609,196512
53502,3950,10524,10318,196601,197102
53502,3947,10545,10318,197103,201012
53502,3947,10545,110318,201101,201502
53505,3907,10514,12350,196305,196512
53505,3907,10514,112260,196601,197106
53505,3905,10523,112260,198008,198108
53505,3905,10523,12350,198109,198304
53505,3905,10523,12350,198306,198712
53505,3905,10523,12350,199101,200112
53505,3753,10524,13807,200201,201502
53512,3954,10648,110934,196101,197412
53512,3941,10648,110934,197501,197807
53512,3941,10648,10916,197808,198309
53512,3941,10649,10916,198310,200312
53512,3948,10648,11056,200401,201502
53513,4048,10730,10389,195611,196512
53513,4046,10724,10389,196601,197912
53513,4046,10724,10393,198001,198205
53513,4045,10725,10393,198206,200912
53513,4044,10722,10411,201001,202012
53517,3914,10619,114500,198101,198202
53517,3914,10619,14645,198203,198412
53517,3916,10620,14645,198501,201502
53518,3900,10623,111038,197201,198412
53518,3900,10622,11005,198501,200112
53518,3902,10621,11177,200201,201502
53519,3918,10654,10925,195701,195706
53519,3916,10652,10920,195707,195809
53519,3915,10652,10920,195810,197101
53519,3911,10646,10920,197102,197309
53519,3912,10645,10915,197310,197512
53519,3912,10645,10910,197601,198412
53519,3913,10646,10910,198501,200210
53519,3913,10646,10925,200211,201801
53519,3912,10646,10922,201802,202012
53519,3913,10646,10922,201903,202006
53519,3913,10646,10922,202008,202008
53519,3913,10646,10922,202012,202012
53522,4026,10751,111778,196001,196110
53522,4026,10751,111778,196201,196208
53522,4010,10740,111778,196209,196512
53522,3958,10741,111778,196601,196804
53522,4003,10751,11843,196805,200312
53522,4003,10750,11803,200401,201502
53529,3906,10759,13803,195410,201112
53529,3905,10757,13814,201201,201312
53529,3905,10758,13814,201401,202012
53533,3951,10844,13884,195901,197907
53533,3951,10844,13893,197908,200312
53533,3950,10843,13848,200401,200412
53533,3951,10844,13895,200501,201312
53533,3949,10843,14140,201401,201502
53543,3950,10959,14520,195612,196006
53543,3950,10959,14604,196007,200206
53543,3950,10959,14619,200207,201904
53543,3949,11001,14619,201904,201904
53543,3949,11001,14622,201904,202012
53545,3935,10940,13282,195811,196512
53545,3934,10944,13282,196601,196810
53545,3934,10944,13282,196906,197412
53545,3934,10944,13293,197501,200108
53545,3934,10944,13292,200109,201112
53545,3934,10943,13670,201201,201502
53547,3906,10855,13134,195905,195910
53547,3906,10902,13134,195911,196204
53547,3906,10902,13134,196209,196808
53547,3906,10902,13122,196809,201502
53553,3931,11057,111880,195810,195909
53553,3931,11057,10388,195910,196004
53553,3940,11052,10388,196005,200412
53553,3952,11113,12214,200501,201502
53562,3952,11137,11874,195901,196112
53562,3953,11136,11874,196201,196412
53562,3955,11140,11874,196501,197912
53562,3955,11140,11879,198001,198512
53562,3955,11140,11874,198601,201412
53562,3955,11140,12080,201501,201502
53564,3917,11116,110000,195411,195701
53564,3917,11116,10320,195702,197312
53564,3923,11109,8610,197401,198204
53564,3923,11109,8615,198205,201412
53564,3922,11113,10360,201501,202012
53564,3922,11113,10370,201804,201804
53565,3927,11139,11716,195811,196712
53565,3926,11130,10517,196801,201502
53567,3911,11101,12000,195901,196005
53567,3912,11102,108600,196006,196212
53567,3902,11105,108600,196301,196912
53567,3902,11105,9810,197001,201307
53567,3901,11100,10243,201308,201502
53573,4000,11242,113370,197201,197312
53573,4000,11242,13363,197401,201502
53574,3932,11214,116040,195701,195806
53574,3932,11214,14306,195807,196512
53574,3931,11217,14094,196601,197710
53574,3931,11216,14094,197711,201502
53575,3904,11207,14662,195701,196208
53575,3904,11207,14662,196210,197111
53575,3905,11211,15324,197201,198204
53575,3905,11211,15339,198205,199712
53575,3906,11212,15254,199801,201502
53576,3926,11254,110400,195601,195609
53576,3926,11254,10419,195610,196412
53576,3930,11249,10522,196501,197712
53576,3930,11249,10448,197801,198103
53576,3930,11249,10450,198104,201502
53577,3900,11217,14448,195901,196712
53577,3900,11217,14484,196801,196912
53577,3900,11217,14448,197001,198112
53577,3900,11218,14374,198201,201502
53578,3918,11226,110969,195701,195808
53578,3918,11226,10912,195809,200211
53578,3918,11226,11148,200212,200212
53578,3922,11226,11148,200301,202012
53578,3922,11226,11157,201804,201804
53579,3901,11254,108550,195701,195911
53579,3901,11254,8597,195912,196312
53579,3901,11254,8597,196701,201612
53580,3949,11306,10446,197201,201502
53582,3943,11341,110910,195701,196312
53582,3943,11343,110940,196401,196506
53582,3943,11343,10918,196507,197803
53582,3943,11341,10918,197804,198305
53582,3943,11341,10919,198306,198610
53582,3943,11341,10921,198611,200007
53582,3943,11341,10930,200008,201012
53582,3943,11340,10792,201101,201502
53584,3933,11311,10050,197201,198512
53584,3934,11310,10007,198601,201502
53585,3916,11332,109370,195711,195912
53585,3916,11332,10772,196001,197612
53585,3910,11316,9339,197701,201502
53588,3902,11332,127204,195601,195912
53588,3902,11332,28958,196001,199712
53588,3857,11331,22083,199801,201712
53588,3856,11331,22083,201801,202012
53590,3947,11421,110150,195801,195912
53590,3947,11421,9657,196001,196712
53590,3945,11415,9712,196801,197712
53590,3945,11416,9778,197801,201502
53593,3956,11441,108800,195401,195412
53593,3956,11441,109000,195501,195811
53593,3956,11441,9076,195812,195905
53593,3956,11441,9062,195906,196612
53593,3951,11434,9102,196701,197806
53593,3950,11434,9102,197807,197905
53593,3950,11434,9095,197906,202012
53594,3927,11411,111400,195712,195901
53594,3927,11411,9380,195902,195912
53594,3927,11411,9381,196001,200104
53594,3927,11411,9387,200105,201712
53594,3927,11413,9387,201801,202012
53594,3927,11413,9396,201804,201804
53596,3850,11508,510,197401,198002
53596,3850,11509,510,198003,200906
53596,3851,11508,522,200907,201502
53599,3919,11442,8394,195602,196212
53599,3919,11442,8520,196301,196404
53599,3922,11441,8520,196405,196612
53599,3922,11441,8441,196701,198106
53599,3921,11440,8441,198107,200104
53599,3921,11440,8452,200105,200609
53599,3922,11441,8844,200610,201502
53601,3842,10543,29010,196107,196707
53601,3842,10543,29010,196710,197104
53601,3846,10554,29010,197105,198102
53601,3851,10554,29044,198103,198412
53601,3846,10554,29080,198501,199012
53602,3852,10534,115630,195212,195801
53602,3852,10534,115626,195802,195901
53602,3852,10534,15614,195902,197101
53602,3850,10540,15614,197102,201312
53602,3850,10541,15614,201401,201403
53602,3850,10540,15614,201404,201502
53603,3950,10622,10950,200701,200912
53603,3850,10622,10950,201001,201502
53610,3834,10620,112450,195906,197101
53610,3833,10621,11065,197102,200412
53610,3834,10621,11062,200501,201502
53611,3852,10636,111000,195907,196502
53611,3852,10636,10990,196503,197101
53611,3855,10633,10990,197102,198412
53611,3854,10633,10990,198501,200912
53611,3853,10633,10987,201001,201502
53612,3800,10615,11278,195906,196707
53612,3800,10615,11275,196712,197101
53612,3759,10611,11275,197102,197601
53612,3759,10611,11274,197602,198401
53612,3759,10611,11277,198402,199209
53612,3759,10611,11278,199210,200309
53612,3759,10611,11288,200310,201801
53612,3759,10611,11272,201802,202012
53612,3759,10611,11288,201811,201811
53614,3825,10705,11150,195101,195111
53614,3825,10620,11150,195112,195205
53614,3825,10616,11150,195206,195406
53614,3825,10616,11115,195407,195604
53614,3831,10616,11115,195605,197101
53614,3829,10613,11115,197102,198112
53614,3829,10613,11114,198201,200412
53614,3828,10612,11109,200501,201801
53614,3828,10612,11116,201802,202012
53614,3828,10613,11116,201903,202006
53614,3828,10613,11116,202008,202008
53614,3828,10613,11116,202012,202012
53615,3844,10640,112000,195901,196211
53615,3844,10640,111020,196212,196502
53615,3844,10640,11016,196503,197102
53615,3849,10641,11016,197103,198412
53615,3848,10642,11016,198501,201801
53615,3848,10642,11010,201802,202012
53615,3849,10642,11010,201903,202006
53615,3849,10642,11010,202008,202008
53615,3849,10642,11010,202012,202012
53617,3808,10605,11265,195705,196003
53617,3808,10605,11267,196004,197102
53617,3801,10604,11267,197103,200412
53617,3802,10604,11274,200501,200612
53617,3802,10605,11180,200701,201502
53618,3814,10610,11560,195101,195307
53618,3814,10615,111185,195308,197101
53618,3815,10614,111185,197102,197512
53618,3815,10614,11167,197601,198412
53618,3815,10615,11167,198501,200312
53618,3817,10615,11137,200401,201502
53619,3810,10630,11171,195203,195312
53619,3810,10621,10800,195401,195506
53619,3810,10630,11171,195507,195712
53619,3806,10620,11315,195801,196406
53619,3806,10620,11314,196407,197012
53619,3807,10618,11150,197101,197512
53619,3807,10618,11159,197601,201502
53644,3904,10903,113072,195901,196003
53644,3824,10904,113072,196004,196112
53644,3824,10904,113066,196201,196307
53644,3824,10904,112587,196308,196610
53644,3824,10904,113066,196611,197206
53644,3824,10904,13066,197207,197410
53644,3836,10850,13066,197411,198310
53644,3836,10850,13072,198311,201502
53646,3815,10925,10942,195101,195403
53646,3815,10925,10878,195404,195502
53646,3815,10925,10540,195503,195607
53646,3817,10925,10573,195608,195805
53646,3817,10925,10575,195806,196212
53646,3814,10942,10575,196301,200312
53646,3816,10947,11570,200401,202012
53651,3855,11007,114000,195609,195808
53651,3855,11007,9269,195809,196212
53651,3849,11026,9269,196301,197410
53651,3849,11026,9403,197411,200408
53651,3849,11026,9411,200409,201212
53651,3849,11028,10980,201301,202012
53658,3809,11027,8964,195901,195910
53658,3809,11027,8964,195912,195912
53658,3809,11027,8944,196001,196107
53658,3809,11027,8944,196109,196203
53658,3809,11017,8944,196901,196911
53658,3802,11029,8944,196912,201502
53659,3800,11100,114826,195702,195708
53659,3800,11100,111550,195709,197110
53659,3758,11100,11633,197111,201502
53660,3859,11107,10977,195801,196209
53660,3859,11107,10977,196211,196506
53660,3859,11107,10977,196509,196510
53660,3859,11107,10977,196512,196602
53660,3859,11107,10977,196604,196807
53660,3859,11107,10977,196904,197712
53660,3859,11107,11000,197801,198212
53660,3901,11105,8944,198301,201502
53662,3848,11141,14321,195701,196311
53662,3848,11141,14321,196401,196412
53662,3848,11141,14321,196503,196611
53662,3848,11141,14321,196701,197110
53662,3843,11135,13967,197111,201502
53663,3855,11151,114000,195701,195901
53663,3855,11151,13988,195902,196912
53663,3856,11149,114000,197001,197812
53663,3855,11149,14010,197901,201712
53663,3856,11149,14010,201801,202012
53663,3856,11149,14020,201804,201804
53664,3828,11108,9823,195501,195512
53664,3828,11108,109823,195601,195712
53664,3828,11108,9823,195801,195812
53664,3828,11108,10126,195901,202012
53665,3820,11138,112660,195701,195812
53665,3820,11138,12056,195901,198112
53665,3817,11139,11851,198201,201502
53666,3807,11150,12669,195701,196205
53666,3821,11156,12123,196206,196512
53666,3821,11156,12122,196601,201502
53669,3804,11147,11705,197401,200112
53669,3805,11148,11503,200201,201502
53673,3845,11242,8378,195401,195412
53673,3845,11242,108378,195501,195509
53673,3845,11242,8378,195510,195812
53673,3845,11242,8367,195901,198112
53673,3844,11243,8282,198201,202012
53673,3844,11243,8296,201804,201804
53674,3825,11243,108040,195601,195808
53674,3825,11243,7874,195809,196512
53674,3825,11243,7911,196601,198312
53674,3825,11242,7977,198401,201212
53674,3824,11242,8699,201301,201502
53676,3830,11259,7591,197201,200102
53676,3830,11259,7594,200103,201502
53677,3756,11229,8065,197901,201502
53678,3822,11230,108500,196001,196412
53678,3804,11230,8960,196501,197912
53678,3804,11240,8970,198001,200107
53678,3804,11240,8974,200108,201012
53678,3804,11239,8971,201101,201502
53679,3744,11233,7754,197801,201312
53679,3745,11233,7762,201401,201502
53680,3818,11422,1021,196301,196406
53680,3818,11422,1084,196407,198212
53680,3818,11423,1084,198301,199504
53680,3818,11423,1089,199505,201502
53681,3850,11322,110040,195801,195912
53681,3850,11322,10962,196001,201502
53682,3854,11436,100947,196001,196403
53682,3838,11441,1048,196404,196704
53682,3838,11441,1041,196705,201502
53685,3804,11325,109204,195712,196412
53685,3804,11325,9532,196501,201502
53687,3747,11339,7870,197201,197804
53687,3747,11338,7870,197805,198205
53687,3747,11338,7873,198206,198312
53687,3747,11338,7530,198401,202012
53687,3747,11338,7538,201804,201804
53688,3826,11433,964,197001,197212
53688,3826,11433,958,197301,198212
53688,3827,11433,958,198301,199804
53688,3827,11433,962,199805,201212
53688,3825,11433,1003,201301,201502
53689,3801,11503,422,196906,197805
53689,3801,11503,424,197806,197911
53689,3801,11504,424,197912,201502
53690,3851,11415,102500,195803,195812
53690,3851,11415,2819,195901,196404
53690,3850,11414,2819,196405,198212
53690,3851,11411,2819,198301,201502
53691,3809,11433,100710,197201,197912
53691,3809,11433,708,198001,198212
53691,3809,11434,708,198301,199408
53691,3809,11434,713,199409,200112
53691,3809,11435,681,200201,200212
53691,3809,11434,710,200301,201502
53692,3846,11459,659,196301,198105
53692,3844,11459,659,198106,200703
53692,3844,11459,665,200704,201502
53693,3822,11236,2773,195601,195801
53693,3810,11405,2773,195802,195902
53693,3816,11449,2555,195903,196111
53693,3816,11449,2382,196112,196312
53693,3802,11408,2555,196401,196912
53693,3808,11402,2555,197001,198007
53693,3802,11408,2555,198008,201502
53694,3821,11401,1457,196001,196112
53694,3818,11412,1423,196201,196312
53694,3818,11412,1360,196401,198212
53694,3815,11412,1360,198301,199912
53694,3816,11413,1310,200001,201502
53695,3821,11441,759,196101,196206
53695,3821,11441,759,196212,196302
53695,3821,11441,750,196303,198904
53695,3821,11441,746,198905,199605
53695,3821,11441,751,199606,200212
53695,3821,11441,765,200301,200712
53695,3821,11441,708,200801,201502
53696,3831,11459,100562,195501,195902
53696,3831,11459,550,195903,195912
53696,3831,11459,100550,196001,196404
53696,3830,11501,545,196405,196608
53696,3831,11501,545,196609,197406
53696,3831,11501,551,197407,198105
53696,3831,11500,551,198106,198806
53696,3831,11500,548,198807,201312
53696,3833,11501,419,201401,201502
53697,3802,11439,536,195901,196212
53697,3802,11449,536,196301,196403
53697,3802,11450,536,196404,196712
53697,3801,11450,536,196801,197207
53697,3801,11450,518,197208,199312
53697,3801,11450,523,199401,199812
53697,3802,11450,538,199901,200004
53697,3802,11450,535,200005,201502
53698,3804,11426,817,195501,195601
53698,3804,11426,818,195602,198001
53698,3803,11424,805,198002,198012
53698,3802,11425,805,198101,199308
53698,3802,11425,810,199309,201212
53698,3804,11421,1036,201301,201502
53699,3826,11458,453,196601,196711
53699,3812,11458,451,196712,199512
53699,3811,11457,454,199601,201502
53704,3733,10511,112144,195811,196005
53704,3732,10510,12257,196006,197102
53704,3732,10511,12257,197103,201801
53704,3732,10511,12267,201802,202012
53705,3729,10538,12750,195301,195305
53705,3729,10538,11860,195306,195306
53705,3730,10536,11860,195307,195706
53705,3710,10536,11846,195707,197006
53705,3729,10540,11833,197007,200212
53705,3729,10541,11834,200301,201801
53705,3729,10541,11813,201802,202012
53707,3700,10515,118000,195801,197008
53707,3656,10515,16978,197009,198412
53707,3656,10515,16979,198501,201502
53723,3743,10727,118150,195401,195408
53723,3745,10724,13478,195409,197101
53723,3747,10724,13478,197102,200212
53723,3748,10723,13493,200301,201801
53723,3748,10723,13509,201802,201811
53723,3748,10715,13509,201811,202012
53723,3747,10714,13509,201903,202006
53723,3747,10714,13509,202008,202008
53723,3747,10714,13509,202012,202012
53725,3733,10736,114450,195609,195706
53725,3733,10736,14063,195707,195912
53725,3733,10736,114063,196001,196111
53725,3733,10736,114080,196112,196212
53725,3732,10735,114080,196301,196812
53725,3735,10735,13603,196901,201711
53725,3736,10736,13685,201712,201801
53725,3735,10735,13685,201801,201801
53725,3735,10735,13603,201802,202012
53727,3710,10705,118500,195909,196908
53727,3710,10705,17120,196909,197102
53727,3710,10707,17120,197103,200312
53727,3710,10707,17125,200401,201502
53730,3809,10632,13674,196701,197208
53730,3805,10745,13674,197209,198209
53730,3804,10742,13674,198210,198512
53730,3811,10729,13333,198601,201502
53732,3753,10839,112157,195905,196012
53732,3753,10839,12157,196101,196512
53732,3751,10843,12157,196601,196811
53732,3751,10843,12157,196905,197511
53732,3751,10843,12099,197512,201502
53735,3724,10824,114500,195610,195707
53735,3724,10824,13398,195708,196201
53735,3736,10848,13398,196507,197212
53735,3737,10848,13358,197301,200408
53735,3737,10848,13367,200409,201711
53735,3736,10848,13367,201712,201801
53735,3737,10848,13367,201801,202012
53738,3705,10815,113250,195610,195909
53738,3705,10815,12726,195910,196212
53738,3650,10811,12726,196301,196805
53738,3650,10811,12726,196810,199012
53738,3655,10810,13314,199101,201711
53738,3655,10811,13314,201712,201801
53738,3655,10810,13314,201801,202012
53740,3755,10910,110247,195401,195808
53740,3755,10910,110750,195809,195905
53740,3755,10910,11070,195906,196212
53740,3756,10914,11070,196301,198208
53740,3756,10914,11110,198209,201711
53740,3758,10917,11090,201712,201801
53740,3756,10914,11090,201801,201801
53740,3756,10914,11110,201802,202012
53740,3756,10914,11090,201804,201804
53748,3718,10938,110500,195611,195705
53748,3718,10938,10633,195706,196212
53748,3711,10942,10633,196301,201502
53750,3750,11002,8595,195901,196201
53750,3746,11010,108720,197007,200612
53750,3746,11011,9310,200701,201502
53751,3732,10947,111650,195611,196112
53751,3732,10947,111650,196204,196204
53751,3736,11003,108940,197101,200408
53751,3736,11003,108946,200409,201502
53753,3726,11053,108076,197501,197710
53753,3726,11053,8125,197711,199312
53753,3726,11053,8601,199401,201502
53754,3737,11004,9300,195301,195412
53754,3737,11004,8473,195501,195609
53754,3736,11004,9297,195610,196212
53754,3730,11013,9297,196301,201711
53754,3730,11015,9297,201712,201801
53754,3730,11013,9297,201801,202012
53756,3727,11046,9915,195902,196202
53756,3727,11046,9915,196204,196204
53756,3731,11043,9915,197007,197403
53756,3731,11043,7525,197404,200612
53756,3731,11043,7440,200701,201502
53757,3712,11002,109200,195701,195712
53757,3712,11002,9380,195801,196212
53757,3707,11007,9380,196301,201502
53759,3700,11049,112114,195701,197912
53759,3659,11050,11548,198001,198212
53759,3659,11050,11123,198301,200006
53759,3659,11050,11091,200007,201502
53760,3753,11113,112100,197501,197709
53760,3753,11114,12124,197710,201502
53763,3755,11210,10068,197801,201502
53764,3733,11109,10938,195701,196312
53764,3730,11106,9508,196401,196902
53764,3730,11106,9508,196908,201712
53764,3730,11107,9508,201801,202012
53764,3730,11107,9517,201804,201804
53767,3720,11110,12124,197007,197710
53767,3720,11110,12131,197711,201502
53768,3709,11145,7677,197501,197712
53768,3709,11145,7693,197801,200512
53768,3709,11145,7734,200601,201502
53769,3714,11146,107650,195601,197712
53769,3715,11147,7475,197801,198809
53769,3715,11147,7476,198810,200103
53769,3715,11147,7477,200104,201502
53770,3721,11221,107650,195701,196106
53770,3721,11221,7685,196107,200009
53770,3721,11221,7688,200010,201502
53771,3727,11203,7603,197201,200912
53771,3725,11203,7500,201001,201502
53772,3755,11231,7990,195101,195111
53772,3755,11231,7900,195112,195212
53772,3755,11231,7996,195301,195312
53772,3752,11233,7829,195401,195412
53772,3748,11236,107816,195501,195512
53772,3748,11236,7828,195601,195704
53772,3748,11236,7824,195705,195812
53772,3748,11236,7837,195901,196312
53772,3747,11233,7779,196401,198609
53772,3747,11233,7783,198610,201212
53772,3737,11235,7763,201301,202012
53772,3737,11235,7773,201803,201804
53773,3620,11437,648,196201,200112
53773,3620,11437,646,200201,201502
53774,3736,11222,107840,196001,196501
53774,3736,11222,107641,196502,197912
53774,3737,11220,107723,198001,198310
53774,3737,11220,7734,198311,200111
53774,3737,11220,7737,200112,201312
53774,3735,11222,7599,201401,201502
53775,3725,11235,7996,195909,198912
53775,3726,11232,7819,199001,201312
53775,3725,11236,7858,201401,202012
53775,3725,11236,7867,201804,201804
53775,3725,11235,7858,201903,202006
53775,3725,11235,7858,202008,202008
53775,3725,11235,7858,202012,202012
53776,3741,11246,8229,197201,198505
53776,3741,11246,8312,198506,201502
53777,3732,11209,107514,195901,195912
53777,3732,11148,107514,196001,196312
